Unnamed: 0,uid,speakerid,replyid,utterance,offensive,target
444,0.0,5700088631,0,还好，二线城市的样子,0.0,0.0
420,8.0,5026370243,0,回复 脸皮特别厚hhh :电视台链接发给你了，装瞎？,1.0,1.0
439,5.0,861617327,2235308725,哈哈有被笑到我看着这种都烦,1.0,1.0
459,0.0,4586621528,-1,xxn喜欢,1.0,2.0
406,7.0,2554596623,4313315671,见血了，见血了,0.0,0.0
465,7.0,2487073095,2732274301,成绩好就不会踢，今年成绩不行，就把马老踢了,0.0,0.0
468,4.0,2461205728,927140543,就是五处你能怎么样？,1.0,2.0
404,4.0,3537550458,5519654732,偌智？家里人逼他不上学上班了？家里人逼他蹲子了？家里人逼他闹了？,1.0,1.0
360,0.0,4063654947,-1,自己整个报纸贴上不就行了吗？我们以前上学都这样，哪有什么窗帘给你,0.0,0.0
262,1.0,1613140832,0,不给你做检查上来给你开药，万一你有症状不说，或者误诊了，你到医院一闹，20多年考的执业医师直接吊销，这样的事情发生的太多了，不在这个行业你是能说风凉话,0.0,0.0
397,8.0,4899032584,1843320416,为啥你还不4啊,1.0,1.0
352,7.0,1869489682,1094095548,带脑子了吗,1.0,1.0
495,1.0,862710565,0,起诉也得当事人起诉,0.0,0.0
335,4.0,334136450,3887418784,评论里骂的肯定都是送外卖的一点都不讲道理。跟个地皮流氓一样敲诈,1.0,2.0
445,7.0,702191300,0,我嫉妒你的才华,1.0,1.0
260,6.0,1151391072,1454297091,坐牢的人都知道自己犯了什么罪呢,1.0,1.0
267,4.0,2060652199,6369131968,你是日本人？,0.0,0.0
391,1.0,2977834410,0,绝对的，除了喷就是喷，口吧意见不同最多口两句，他们帽子24小时扣在手里的,1.0,2.0
366,4.0,5902909108,5497401624,这不是用二手苹果的未成年乳猪吗,1.0,1.0
464,1.0,6300691342,0,工资不高？ s11打完，回来试训，we开价800w，后面we集体改名就没去成，才去的滔博，最后滔博把卡萨放走，左手降薪，玉玉在自己降了一点才签约下来的，s12的表现，在s13拿到的合同可能都不低于千万，今年又续费了一年，整个lpl打野位除了看片，找不出第二个比玉玉合同大了吧？,0.0,0.0
353,10.0,1096885986,518841255,沙陛,1.0,1.0
402,1.0,3517271498,0,你跟个龟孙一样,1.0,1.0
312,10.0,848716804,0,那没用，主要是把事情闹大的好，假设真自纱了，那就闹的真的非常大了，你想一想，一个男研究生被诬陷，自纱，这新闻多牛比,1.0,2.0
476,0.0,4183461037,-1,这哪是想多结几回婚，这是扣出自信，扣成脱敏了，不让人顶两下就和没溜够一样,1.0,1.0
294,6.0,2736685351,3924200497,显然，你看到那个向后动是因为别人按停了电梯。人家是把孩子扶起来的。,0.0,0.0
299,10.0,1820506587,17054852,无论任何情况对未成年人实施暴力和精神暴力行为均属于违反刑法，监护权只拥有管理劝导权没人打人的权利,0.0,0.0
376,0.0,6384361715,-1,这么小就这么坏？难绷，把这十几个出生打死算了,1.0,2.0
361,2.0,1242418517,0,如果你真是一个好人，你应该v我50的餐费，我快吃不起饭了，就看你做不做了，你不做的话我是不认可的，等你做了再来发表意见，我是同情你的,1.0,1.0
353,4.0,2223425179,163139387,这就是他的命吧,0.0,0.0
492,7.0,3156194221,481835850,你也是个挠惨,1.0,1.0
309,4.0,719738480,582807005,知道你很急，但是你收收味,0.0,0.0
436,1.0,1794246753,0,紫厦,1.0,1.0
432,4.0,5191392089,3513327482,没他们，你已经结扎了，智障,1.0,1.0
426,1.0,586882126,0,年纪都一大把了，能不能别让你家里人总是这么操心,0.0,0.0
332,3.0,239833295,6443221160,冷油泥🐎，睁大你的皮眼看清楚那是油吗？,1.0,1.0
272,4.0,999452568,0,有钱还不简单？以前驾照有钱就能买啊,0.0,0.0
392,2.0,2491518611,5564834475,所以局座现在在哪？b站上好久没看到他发的视频了,0.0,0.0
258,4.0,1230739922,1447343763,别一概而论，有些医生也不是东西，,1.0,2.0
340,3.0,189292668,1906063970,还温文尔雅，笑死人,1.0,1.0
263,2.0,1502385639,2812995242,所以按你的逻辑，医院完全可以省去看诊环节，项目走一遍，等着看看诊断报告就好，这么好的idea得普及呀。舍了多少人工成本，你可真是大聪明。,1.0,1.0
498,4.0,1070222959,0,有考虑去做小男娘吗,1.0,1.0
400,6.0,6469551690,2829058696,是不是以为安史之乱后唐朝就灭亡了？,0.0,0.0
358,4.0,5362599197,2574151383,老坛,1.0,1.0
420,7.0,6353563342,5026370243,网易的鬼扯可就太多了！哪个电视台？,0.0,0.0
492,4.0,1750055785,0,看了下评论的新增回复，不知道谁在嗯嗯啊啊一大串，有点逆天这人,1.0,1.0
385,2.0,2745875519,2232627912,航空母舰吧,0.0,0.0
393,2.0,3010565744,1072544002,对号入座？,1.0,1.0
482,2.0,6022364524,4791301729,你还评价上我了，因为这个是我后来创的号，以前的号被永封了，这个头像是我创好好看见的第一个帖子的发帖人的头像我就直接拿来用了，也一直没换,0.0,0.0
501,5.0,4994112645,6345331943,别急，粪坑黄牌就是你为数不多值得骄傲的东西了吗？好好想想咋赚够你的彩礼,1.0,1.0
312,5.0,1821693600,0,最蠢的办法,1.0,1.0
293,7.0,1314490050,0,别出门就没有安全隐患,0.0,0.0
399,10.0,2728225813,1133945835,有提到过法官因为房子有些问题无法估值因此判决在第三方判定之后再补偿男方。,0.0,0.0
257,6.0,3371312068,2092152596,厕所当家，💩当饭是吧,1.0,1.0
402,4.0,6354181055,0,你真tm龟啊，不会还觉得自己成人之美吧既然这么想，那你又干嘛表白？给自己导管素材库更新？那你win了,1.0,1.0
417,8.0,1609580832,0,十几年前出的事情，现在不是刚好出来了,0.0,0.0
483,3.0,5938656359,6063876091,或许吧，我改😂,0.0,0.0
368,2.0,4992162779,0,直接杀了,1.0,1.0
271,4.0,246298873,214918421,问题是交警吼人家下高速啊，鬼知他不是叫即时调头由交警开路下？正常交警应该叫她上高速不是下高速啊,0.0,0.0
471,0.0,464497473,-1,elk这吊人 从游戏风格到现实都是刚的一批.,0.0,0.0
399,0.0,6396008566,-1,被刀不是活该，拉偏架的你不s谁S,1.0,1.0
406,6.0,4313315671,5679975900,问这个干嘛，你很亲近吗，人家会感觉你管的很多，你就当没看见跟她聊天时她要自己说出来你听着就行，不要有反驳只用嗯嗯然后呢就行。虽然你什么都没说但她会觉得你是个不错的垃圾桶,0.0,0.0
426,3.0,4591238212,895466034,确实，而且看单脚起跳的架势，应该是跳跃类项目出身,0.0,0.0
363,1.0,2743657970,0,前面被撞倒过，这个人应该是想过去扶起来的，所以一开始在车头，但是司机突然踩油门不想着躲先想揍人家是吧。你这脑回路也是挺厉害的,1.0,1.0
311,3.0,850451568,0,这条例只对“高等性别”有用,1.0,2.0
369,8.0,2128088513,0,所以为什么不能“努力工作”买果子全家桶呢,0.0,0.0
386,0.0,3582030363,-1,脑婆说好无聊一定是在等我了😋,0.0,0.0
377,3.0,6012162949,6012162949,我说霸凌后怎么你了,0.0,0.0
323,6.0,2802698521,0,看v看的，说话一股低能味,1.0,1.0
345,6.0,3076093990,1882004519,大学与大学不能一概而论，你知道几所,0.0,0.0
333,1.0,6071194490,6408980232,你瑪思了？天天刷？,1.0,1.0
280,0.0,977991151,-1,是啊门口明明写的个女字咋回事啊,0.0,0.0
343,5.0,6489124836,0,3,0.0,0.0
505,3.0,6379310089,3945231175,就是故意发低智的东西骗评论骗赞引战,0.0,0.0
458,9.0,2833912306,909208518,这个月月初我第一次坐高铁，就是傻傻的排队去机器跟前领车票，但是一路上都是看身份证没有一个人看实体车票，我就意识到了不对劲,0.0,0.0
394,0.0,6406155827,-1,菜刀刀刀刀你m,1.0,1.0
436,2.0,2253591387,0,小头不长脑子就算了，大头还不长脑子,1.0,1.0
480,3.0,4164891066,5994968506,哈人,0.0,0.0
463,5.0,3467144755,580125006,先冲常规赛4强吧,0.0,0.0
366,5.0,5497401624,5902909108,浙江侏儒自曝是这样的,1.0,2.0
401,3.0,1160851999,1356176192,你去了解下抖音多少粉丝能对应多少流量，人家背后过得不知比你好多少倍呢，你还担心起人家嘞,1.0,1.0
381,1.0,1269571360,0,🔥攻,1.0,2.0
265,5.0,928961325,1399686568,我会觉得没事，挺好。一个人讲十五分钟，一个上午50个号，你觉得怎么看？,0.0,0.0
446,6.0,5714944119,0,好骂,1.0,1.0
320,4.0,708265438,65116277,你变道对面有车变逆行道？？？科一白考了？有啥好说的？讲真骂你都恶心,1.0,1.0
396,1.0,3892388528,0,很难不智齿,1.0,1.0
397,5.0,4284418722,1843320416,厨神啊,1.0,1.0
360,5.0,456985074,4063654947,呵呵，保不准以后20后30就能享受到了，才对才对哩,0.0,0.0
368,4.0,2321012995,0,不会真有人没谈过恋爱吧,0.0,0.0
379,9.0,675548068,4482106863,钱都没了，要命干什么，逮住其中一家有小孩的，杀他全家，小孩弄残废故意不杀，痛苦不死他,1.0,2.0
420,5.0,5026370243,0,电视台报道也是自媒体呗,1.0,1.0
499,2.0,3063483347,0,孙吧未来的希望啊,1.0,1.0
431,5.0,915913391,0,将军羚羊是那个暗区主播？,0.0,0.0
359,0.0,1706985815,-1,吹牛逼就吹牛逼，看出来个der的本质,1.0,1.0
463,3.0,580125006,3491892952,jd，blg他也去不了啊，能来滔搏进个世界赛冲一冲四强不错了。,0.0,0.0
356,8.0,4630215685,0,骗别人评价你是吧思抹串子,1.0,1.0
343,0.0,6519426064,-1,我还从来没有和女孩子交往过，我母胎单身啊，这种事完全没有经历过啊，我还怎么办,0.0,0.0
340,7.0,3478565502,0,稍微都点脑子都知道这家大人有病，孩子和狗一起养真是心大，等上厕所回来看见自家狗叼着孩子的脑袋就知道后悔了，永远不要以为你养的狗只是一条无害的宠物，别忘了这同样是一条牲口，野兽。,1.0,1.0
307,7.0,1240265611,0,男的主动打，又得被你们这些牧人说是暴力狂咯,1.0,2.0
284,2.0,4147875400,5008925132,发育不完全的生命体,1.0,1.0
262,5.0,1668808157,1613140832,没有医生敢赌，哪怕赌对了，医院也不会要这种医生的。总会湿鞋。有法可依，但很多时候没有违法必究，有坏的医院，但好医院更是被整怕了。,0.0,0.0
461,3.0,5339203147,0,我想实现社会主义,0.0,0.0
305,4.0,2931616239,0,建议你协助那位微胖的女士把起哄的围观群众全部告进局子,0.0,0.0
300,7.0,5042343650,2390144003,你无脑？三岁多孩子在现代这个社会发育的很好语言沟通已经没什么压力了。还以为七八十年代个个吃不饱呆滞迟钝呢,1.0,1.0
272,2.0,1883987366,6340671127,原来只有我是考的,0.0,0.0
378,2.0,1449538275,0,是这样的,1.0,2.0
471,7.0,2771983342,6410212683,meiko？,0.0,0.0
427,7.0,6552933856,156116340,国足薄纱大学生队没问题。再怎么菜也比普通人强太多,0.0,0.0
424,1.0,5953696038,0,它们不用卫生巾反而还会增加洗车工的就业，让更多大爷大妈们能够发挥余热,1.0,2.0
324,3.0,4135204466,2274158649,每个人的心里都有一团火，路过的人只看到烟。但总有一个人，总有那么一个人看到了这团火。 我踌躇，我忐忑，却还是本能的望向她对她说：今夜月色真美。,0.0,0.0
260,1.0,1588203596,0,这人排了俩小时，而且是复诊，医生都是过目不忘是吧？初诊和复诊起码隔了一个星期，几千号人看完了医生也不是神仙啥都能记住，总该问一下到复诊之前有什么异常状况有没有不适什么的吧？这种开的药就是初诊开啥复诊开啥，医生讲究的望闻问切结果一个都没有我花这么多钱排这么长时间的队就为了买药是吧？,0.0,0.0
412,2.0,5771013996,6321749886,挺好一个女生喜欢你 你给人家挂孙吧，有意思吗？你想表达什么呢？好一个“虽然孙吧嘴臭但三观正”呢。。国楠是这样的,1.0,1.0
358,1.0,2574151383,0,门没关到也会双闪,0.0,0.0
458,1.0,5838233572,0,花里胡哨的,0.0,0.0
491,5.0,4505190136,256348917,石油禁运，西方内部可能就要崩塌了，不过会一步一步的来，应该没有太快,0.0,0.0
285,4.0,2798186732,2096837540,这个前面称了多少钱会记录，然后重置重量再称后面价格不一样的菜。它自己会算价钱。,0.0,0.0
258,8.0,3373751590,1061518614,地域黑？你骂人带上浙江？噢，原来是打游戏的，没事了,0.0,0.0
489,1.0,2439660070,0,过去和现在有什么关系？不都是一次次改善的？,0.0,0.0
333,6.0,6347751117,0,丨出去dinner,1.0,1.0
480,6.0,1958792508,0,哈人,0.0,0.0
431,3.0,2891422484,2650596997,这条件再怎么擦也没人看啊,1.0,1.0
371,4.0,5097187987,2192590132,别人愿意用就用 你评价泥亩呢 显得你了是吧,1.0,1.0
450,2.0,848287784,3499320892,丑人多作怪,1.0,1.0
344,5.0,5537383595,0,楼上全是gn是吧,1.0,2.0
274,2.0,5824032770,4151459407,真tm低能,1.0,1.0
364,4.0,5203416143,3007961222,说的就是你妈啊还有你爹，反正就是一吊长的玩意你还能多高,1.0,1.0
307,1.0,3384921552,0,这种泼妇也能叫女强人是吧？ ……哦等等你是写民国军少爱情文的啊？那没事了,1.0,1.0
336,9.0,19372125,928305634,喝酒的人不招待见，加上你小还不懂事。别把警察想的啥都该管到底，那好歹是公共资源,0.0,0.0
347,5.0,49682812,6463431565,女的好像是老头那伙的，开头吵着让司机下车,0.0,0.0
480,7.0,2160347269,0,坏了，遇到南通魅魔了,1.0,1.0
454,8.0,4506427800,2675237077,卧槽这么爽？,0.0,0.0
342,5.0,4391552606,0,瑙碳,1.0,1.0
301,0.0,1826453911,-1,有些小孩子是很调皮的，想安静就包车啊😱,0.0,0.0
386,1.0,5968864516,3582030363,在看你当小丑,1.0,1.0
353,8.0,4495545537,518841255,阅读理解0分,0.0,0.0
440,0.0,3003211120,-1,你马的你不相信你女朋友你相信算卦的是你马最离谱的,1.0,1.0
327,10.0,896274260,3498648533,你但凡有点常识都知道 自家炒菜锅着火了都是用油去浇灭而不是倒水 要都像你这样倒水早死八百遍了 dinner还不自知,1.0,1.0
265,4.0,1399686568,1399686568,@ab3758650 你个傻狗只会拉黑。祝你次次遇到这样的医生,1.0,1.0
302,7.0,1194647745,125938121,那人民网也太无趣了,0.0,0.0
495,3.0,671504204,805078127,金额太小了,0.0,0.0
370,5.0,946380838,3705541137,有没有可能，苹果用户只有你一个。,0.0,0.0
326,0.0,4561211549,-1,若是你能自由的笑，那就随你喜欢了,0.0,0.0
496,4.0,550007325,0,我觉得它听不懂你这句话,1.0,1.0
263,3.0,2849222906,1502385639,2023年自媒体高度发展的时代，你不会还觉得有三甲医院敢开黑药吧？对西医意见这么大以后长个肿瘤啥的去看中医，直接吃药,1.0,1.0
355,6.0,6425024033,834818038,愿逝者安息,0.0,0.0
444,6.0,5504924028,5700088631,逆天 你真就只知道一个外观就来评价了？,1.0,1.0
496,3.0,2158140021,0,逻辑过于复杂，她听不懂,0.0,0.0
346,6.0,6529874272,6046756798,提示，周时只有贵族能够享受音乐，所以你越崩坏，指的是周朝的统治被动摇和覆灭,0.0,0.0
312,4.0,2619650349,0,啥人没用，风险太大，但是紫砂只要别真紫砂了就是零风险,1.0,2.0
409,5.0,5683525815,0,我qq和vx都没发过动态,0.0,0.0
416,5.0,6103928707,970596686,南工排第五，考的不错啊,0.0,0.0
255,6.0,1570150232,0,珠江新城确实是广州最大cbd，但你说集全市之力打造，就危言耸听了。哪个城市没有一个最大的cbd？逻辑感人,0.0,0.0
300,6.0,5042343650,4574876982,你也是个挠摊，公共场合造成不便首先要道歉然后委婉沟通。三岁多孩子完全能听懂父母语言了，不好好哄任其哭闹做家长的还大声喧哗。,1.0,1.0
286,3.0,4870434075,0,正常牛魔,1.0,1.0
381,2.0,5546663304,2260008545,开放了，你能1打100？对方也有,0.0,0.0
399,8.0,2728225813,1133945835,女方提出男方有暴力行为，拿出被刀砍过的床作为证明，所以使用权給女方了。不知道男方怎么辩解的，也不知道有没有判定女方给男方补偿。这里面问题很大。,0.0,0.0
472,9.0,793777192,0,xun的心态就是在ig，与ts和rk锻炼出来的我ts和rk伟大，无须多言,0.0,0.0
338,8.0,6033186680,796870073,我是你叠,1.0,1.0
505,2.0,3945231175,2491343099,什么是串子？,0.0,0.0
491,9.0,2552828087,3859604357,我不运出来，你控制航道有什么用另外，航道真的是米帝控制吗，我怎么觉得是胡赛控制,0.0,0.0
337,4.0,4063622133,901052470,开口5万还不勒索吗,0.0,0.0
356,6.0,6303064702,0,那你搁这评论泥马呢，***的,1.0,1.0
270,3.0,1679983418,134557900,高等性小仙女是这样的捏，违法自带99减伤,1.0,2.0
361,3.0,3910031286,0,你这种***就是网上那种:你凭什么看见老太太摔跤不去扶她？还得拍个视频？要是我我肯定去扶她,1.0,1.0
451,9.0,2430155553,690765898,别说了别说了,0.0,0.0
283,4.0,6303325564,0,好串,1.0,2.0
292,0.0,2836331376,-1,臭s13，顺风玩成这样，活该！销号吧，真的，纯纯s13,1.0,1.0
491,8.0,256348917,3859604357,你脑子咋长的？石油禁运还需要啥航道？ 不禁运才需要航道~,1.0,1.0
378,5.0,26112,2140991810,入基因里的,1.0,2.0
314,9.0,6459891887,0,别搁这👻,1.0,1.0
418,0.0,4050639011,-1,这三个出生都不图了真牛👍,1.0,2.0
375,6.0,1109054255,0,来我们山师带吧,0.0,0.0
347,6.0,1743753820,6463431565,这女的明显是老头同伙啊，要是他老婆怎么可能叫他下来,0.0,0.0
472,7.0,4811224358,2426304430,应该是当陪玩的时候就练出来了，毕竟bo 小黄人带老板虐菜也不比他差，但还是他当了头牌花魁,0.0,0.0
347,9.0,4623942114,1338843352,我有个亲家，当年问我家要15万，我只给了5万，这都快10年了，压根不还，最近他儿子又过来问我要钱，呵呵，,0.0,0.0
405,4.0,6465543894,0,正确的,1.0,1.0
400,4.0,6527384148,2829058696,你这水平小学生不如，以后还是别来瞎普及知识了😅,1.0,1.0
436,4.0,6491871604,1794246753,智齿,1.0,1.0
504,1.0,6535564429,0,同意,1.0,1.0
315,7.0,4079561442,0,多大点事散了散了,0.0,0.0
256,0.0,1596201780,0,男生照片谁有,0.0,0.0
295,3.0,5796061314,4320771043,他是翔哥,0.0,0.0
409,6.0,2226981116,2404736653,没秀过和不想秀不是一回事,0.0,0.0
414,5.0,2585914314,374156014,郭嘉让你不娱乐了吗？很难想象到底是什么的思想能让你觉得郭嘉应该提倡全民娱乐的，百年前的屈辱还没这么快失忆，靠着娱乐能实现复兴是吧,0.0,0.0
464,6.0,6300691342,927637423,你确实很弱智，你这种弱智，弱智吧都不收。,1.0,1.0
293,5.0,6045505009,0,你用手机扣字的时候手机还会炸呢，确实挺有安全隐患的,1.0,1.0
304,10.0,5032609034,0,自己什么年纪了，目光短浅的要求对方年轻，结婚了不久一样是残花败柳，婚后女人就是老得快！,1.0,1.0
309,6.0,6379242612,582807005,当男性是受害者时，根本就没有受害者；当 女性是受害者时；全体女性都是受害者；当 男性是施暴者时，全体男性都是施暴者；当 女性是施暴者时。她虽然是施暴者，同时也 一定是受害者,1.0,2.0
278,3.0,1053396947,1067128613,绿牌的攻击力我还是认可的,1.0,2.0
363,2.0,941740650,2743657970,我说的是最后两秒镜头，你眼瞎？,1.0,1.0
403,1.0,1046246306,0,别留遗憾,0.0,0.0
471,3.0,893879299,2118402753,牙膏也有 说寄了寄了一直被搞 然后elk也破防说不打了不打了,0.0,0.0
374,0.0,5349924596,-1,猪皮有毛都能洗了啊，恶不恶心,0.0,0.0
500,8.0,4341858113,4994112645,1级就会发引战贴了，给我也指条路呗，有钱一起赚,0.0,0.0
264,10.0,6467001756,968046346,就这脾气还担心老太太，混混爱他妈就不是混混了?,1.0,1.0
374,3.0,5349924596,3832349230,然后呢？你买东西吃到猪毛不恶心吗？这也能洗啊？,0.0,0.0
382,1.0,2833130298,0,名声都是自己争取的，有因有果。虽然说各个省都有坏人。但是，重点是，这个坏人的比例是关键。这都2023年了，这都是什么素质？这群人年轻时，正好在八九十年代，就是这群人把河南名声搞臭了。把不要脸发挥到了极致。,1.0,2.0
385,3.0,676531262,1137339124,脑瘫聚集地,1.0,2.0
451,4.0,690765898,0,一天干12小时，一周一倒班，倒班的那天干16个小时，试用期一小时就是5块钱。这是本地一个大厂的工作时长和薪资！,0.0,0.0
414,3.0,374156014,2585914314,市场不能自由发展？非喜欢国家来干预是吧。我寻思国家不提倡跑外卖，提倡进厂，有多少人听吗？人都是用脚投票的。,0.0,0.0
338,2.0,6010982477,0,搞不好真是你爹,1.0,1.0
479,8.0,1958792508,0,舔我的,1.0,2.0
373,2.0,1588810602,0,什么dinner都搁这冷知识，螺蛳粉就是用螺蛳煮的汤做汤头的粉，有臭味是因为酸笋，不放就是了,1.0,1.0
432,5.0,2214473925,0,没他们你已经被拉去结扎了，dinner👎,1.0,1.0
269,5.0,4951616269,730922408,现在是xxn怀疑你偷看了你就是偷看了，怀疑你xq就是你xq了，等它怀疑我打人我要不真给它俩耳光我就亏了。,1.0,2.0
386,2.0,5633830653,0,刷到你了,0.0,0.0
469,8.0,551086263,3282570746,好纯的剑冢,1.0,1.0
506,1.0,1321881334,0,做生意就做生意，别人指出你不是真心你还不乐意，这就是典型的又当又立。,1.0,1.0
350,8.0,988823325,4706786136,对你为啥要有意见，纯看小丑来的,1.0,1.0
322,1.0,3540814479,0,你不消愁 谁是消愁,1.0,1.0
339,5.0,919801440,5663367634,脑子缺了根筋,1.0,1.0
401,2.0,1160851999,1356176192,人家赚的就是你这种活菩萨的钱,1.0,1.0
411,6.0,5878855861,17596393562270,楼主哪说他打农了,0.0,0.0
462,0.0,3892342060,-1,哥几个多买点假鞋，top就买不起了,0.0,0.0
407,0.0,5679975900,-1,之前询问过我的高中时期的海王哥们怎么办，他让我先聊着天，聊些日常啥的，但是lz觉得，平时最多也就发发实验结果的图片，突然聊起日常来了，🐶都知道我想干嘛，所以🐭🐭我就一直没行动,0.0,0.0
310,7.0,4159074615,0,有没有可能确实没表述清楚,0.0,0.0
320,10.0,1574676481,65116277,逆行了别人不让就该乖乖认栽改错，还骂人有理不该被抽死吗？,1.0,1.0
391,0.0,1988763688,-1,受众群体是小脑萎缩的智障人群,1.0,2.0
389,5.0,2857509870,1966393429,农庆确实活梦里，税收存款人均收入财政领事馆航空铁路进出口总保费公积金被成都十杀，一辈子都赶不上来了,0.0,0.0
351,8.0,964020712,464184259,网上键盘侠一大把，也没见你捐多少，人家有义务捐钱是吧？,0.0,0.0
314,7.0,6007074277,0,你确实是低能儿,1.0,1.0
330,4.0,4081201014,3927572341,原新闻都这样写的，瞎也不是这么瞎的,1.0,1.0
484,2.0,6508875498,4703737909,很正常，直男图个猎奇，就是要狠狠地折磨这些小🐶,1.0,2.0
490,6.0,2727731784,2534394175,你快去福耀玻璃上工，别废话,1.0,1.0
447,7.0,6018311734,6538525297,没看到你这个评论我还觉得她是在跟朋友说，一看绷不住了，这不纯脑干缺失,1.0,1.0
392,1.0,5564834475,5535622230,等等改一下是19年的，准确点，免得你找不到,0.0,0.0
350,9.0,4706786136,988823325,你脑回路够奇葩，他说的是玩笑话难道我就不能是玩笑话，老子就是喜欢这么说，你这种东西也是搞笑还以为自己是谁,1.0,1.0
266,8.0,5054564378,0,你就是哥纱布，还支持,1.0,1.0
344,4.0,5346562089,0,太假了吧，这正常吗，学生跟老师玩在一起,0.0,0.0
488,4.0,849838367,105019541,孥材吃牛魔狗粮去😅,1.0,1.0
384,1.0,5788635830,0,又来装理客中啦？今年荷兰上了多少分了？,1.0,1.0
353,2.0,3015634409,2223425179,……,0.0,0.0
266,5.0,37742978,0,我支持尼玛,1.0,1.0
333,0.0,6408980232,-1,人是被抛到这个世界上来的。,0.0,0.0
495,6.0,3497388093,0,起诉屁，人家不会改口说摆拍的视频，这种就是哗众取宠的小丑博流量的，别理就行,0.0,0.0
330,1.0,6537322018,0,浅黄色你瞎啊食用油就是能灭火，没脑子才认为不会，原新闻就是大爷用油灭火网易新闻自己查还有别的新闻平台,1.0,1.0
297,2.0,720729720,0,祝我这辈子不生孩子？多美好的祝福,1.0,1.0
284,0.0,324207182,-1,核里，我们学校20块钱做出的中午饭打碎了都做不了细菌培养基，相比起来这80块性价比多高啊,0.0,0.0
332,4.0,1181888674,4046939515,你只要有点常识就会知道水会灭火，除了油起火以外的，水灭火怎么会更旺？,0.0,0.0
366,6.0,5497401624,5902909108,侏儒咱谁没一米八谁斯姆。不愧是小脑没发育全的侏儒，随便说说就能破防,1.0,1.0
353,7.0,518841255,1137339124,扯***呢？这是一个箱体侧壁钢构件，角度太大了把吊车带翻了，砸人的是吊车吊臂，是个鸡毛牌子？,1.0,1.0
357,3.0,1067568118,2812928057,你知道的哪家早餐店用这个，还好多，张口就来。,0.0,0.0
259,6.0,6481891500,1443139848,就是去过了才知道坑爹，点名这里点名丰台的731，骨科医生太不专业，同事骨折在这检查结果到最后医生给了个模棱两可的骨裂结论，同事看这医生不行。又去了地坛医院从新检查，重新看。,0.0,0.0
423,0.0,1316268596,-1,建议白送,0.0,0.0
467,2.0,5641477843,0,别尬黑，人家说的就是s3没游戏理解，S3王者不如s8的白银玩家。S9号称世界第一上单The shy的最巅峰状态被S3混子上大木老师腐乳（混子加远古。当时应该黑铁水平不过分吧）。电竞从2018开始🔥的。之前的冠军不算。lpl三冠=Lck三冠。亚运会1比1。msi的冠军lpl多。lpl还是第一赛区，赢！！！,0.0,0.0
373,10.0,1165713323,0,冷知识“广西的螺蛳粉都不臭，只有出了广西的螺蛳粉才会有臭的”,0.0,0.0
358,5.0,3898221693,2574151383,你特么的！不杠一下浑身难受！,1.0,1.0
348,4.0,4881956907,785156368,嗯，也有可能,0.0,0.0
402,6.0,6049947616,0,nmmd，弱智一样,1.0,1.0
506,3.0,6558122450,6355203705,道德上很膈应人，但法律上应该不算,0.0,0.0
